sep=;
"SCHEDULE";"GROUP";"LINE";"BLACKOUT";"NEXUS";"BARGE";"OFFSITE";"COMMENT";"DAY_001";"DAY_002";"DAY_003";"DAY_004";"DAY_005";"DAY_006";"DAY_007";"DAY_008";"DAY_009";"DAY_010";"DAY_011";"DAY_012";"DAY_013";"DAY_014";"DAY_015";"DAY_016";"DAY_017";"DAY_018";"DAY_019";"DAY_020";"DAY_021";"DAY_022";"DAY_023";"DAY_024";"DAY_025";"DAY_026";"DAY_027";"DAY_028";"DAY_029";"DAY_030";"DAY_031";"DAY_032";"DAY_033";"DAY_034";"DAY_035";"DAY_036";"DAY_037";"DAY_038";"DAY_039";"DAY_040";"DAY_041";"DAY_042";"DAY_043";"DAY_044";"DAY_045";"DAY_046";"DAY_047";"DAY_048";"DAY_049";"DAY_050";"DAY_051";"DAY_052";"DAY_053";"DAY_054";"DAY_055";"DAY_056"
"Import Errors";"COMMERCIAL";"16";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"06CG";"06CG";"----";"----";"06CG";"06CG";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"07BB"
"Import Errors";"COMMERCIAL";"16a";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"06CG";"06CG";"----";"----";"06CG";"06CG";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"07BB"
"Import Errors";"COMMERCIAL";"17";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"06CG";"06CG";"----";"----";"----";"----";"----";"06CG";"06CG";"07BB";"07BB";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB"
"Import Errors";"COMMERCIAL";"18";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"06CG";"06CG";"----";"----";"----";"----";"06CG";"06CG";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB"
"Import Errors";"COMMERCIAL";"19";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"06CG";"----";"----";"----";"----";"06CG";"06CG";"06CG";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB"
"Import Errors";"COMMERCIAL";"20";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"06CG";"----";"----";"----";"----";"06CG";"06CG";"06CG";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"----";"----";"----";"07BB";"07BB"
"Import Errors";"COMMERCIAL";"21";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"06CG";"----";"----";"----";"----";"06CG";"06CG";"06CG";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB"
"Import Errors";"COMMERCIAL";"22";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"06CG";"----";"----";"----";"----";"06CG";"06CG";"06CG";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB"
"Import Errors";"COMMERCIAL";"23";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"06CG";"06CG";"----";"----";"----";"06CG";"06CG";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----"
"Import Errors";"COMMERCIAL";"24";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"06CG";"06CG";"06CG";"06CG";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----";"07BB";"07BB";"07BB";"----";"----";"----";"----";"07BB";"07BB";"07BB";"07BB";"----";"----";"----";"----";"----"
"Import Errors";"COMMERCIAL";"25";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS"
"Import Errors";"COMMERCIAL";"25a";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS"
"Import Errors";"COMMERCIAL";"26";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----"
"Import Errors";"COMMERCIAL";"26a";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----"
"Import Errors";"COMMERCIAL";"27";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----"
"Import Errors";"COMMERCIAL";"28";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"08BS";"08BS";"08BS"
"Import Errors";"COMMERCIAL";"29";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"08BS";"08BS";"----";"----";"----";"----";"----";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"08BS"
"Import Errors";"COMMERCIAL";"30";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"----";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"----";"----";"----";"08BS";"08BS";"08BS";"08BS";"08BS"
"Import Errors";"COMMERCIAL";"31";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"11AT";"11AT";"11AT";"11BY";"----";"----";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"----";"11BY"
"Import Errors";"COMMERCIAL";"32";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"----";"----";"----";"----";"11AT";"11AT";"11AT";"11BY";"11BY";"----";"----";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----"
"Import Errors";"COMMERCIAL";"33";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"----";"11AT";"11AT";"11AT";"11BY";"11BY";"----";"----";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----"
"Import Errors";"COMMERCIAL";"34";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"11AT";"----";"----";"----";"11AT";"11AT";"11BY";"11BY";"11BY";"----";"----";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"----";"----";"----";"11BY";"11BY";"11BY";"11BY";"11BY";"----";"----";"11BY";"11BY";"11BY"
"Import Errors";"COMMERCIAL";"35";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"10BB";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"----";"10BB";"10BB";"10BB";"----";"----";"----";"----";"----"
"Import Errors";"COMMERCIAL";"36";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"----";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"----";"----";"10BB";"10BB";"10BB"
"Import Errors";"COMMERCIAL";"36a";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"----";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"----";"----";"10BB";"10BB";"10BB"
"Import Errors";"COMMERCIAL";"37";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"----";"----";"10BB"
"Import Errors";"COMMERCIAL";"38";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"10BB";"10BB";"----";"----";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"----";"----";"10BB";"10BB";"10BB";"----";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB"
"Import Errors";"COMMERCIAL";"38a";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"10BB";"10BB";"----";"----";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"----";"----";"10BB";"10BB";"10BB";"----";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB";"10BB";"10BB";"10BB";"----";"----";"----";"10BB";"10BB"
"Import Errors";"COMMERCIAL";"39";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV";"----";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"14AV";"14AV";"----"
"Import Errors";"COMMERCIAL";"40";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV";"----";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----"
"Import Errors";"COMMERCIAL";"41";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"----";"14AV";"14AV";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----"
"Import Errors";"COMMERCIAL";"42";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"----";"14AV";"14AV";"14AV";"----";"----";"14AV";"14AV";"14AV";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"14AV";"14AV";"----";"----";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"----"
"Import Errors";"COMMERCIAL";"43";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV";"----";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----"
"Import Errors";"COMMERCIAL";"44";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"----";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV"
"Import Errors";"COMMERCIAL";"45";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"14AV";"14AV";"----";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV"
"Import Errors";"COMMERCIAL";"45a";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"14AV";"14AV";"----";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV"
"Import Errors";"COMMERCIAL";"46";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"14AV";"14AV";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV"
"Import Errors";"COMMERCIAL";"46a";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"14AV";"14AV";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"----";"----";"14AV";"14AV";"14AV";"14AV";"14AV";"----";"----";"----";"14AV";"14AV"
"Import Errors";"COMMERCIAL";"47";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"----";"14AT";"14AT";"14AT";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"----";"----";"14AS";"14AS";"----"
"Import Errors";"COMMERCIAL";"48";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"----";"----";"----";"----";"14AT";"14AT";"14AT";"14AS";"14AS";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"14AS";"14AS";"14AS";"----";"----";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----"
"Import Errors";"COMMERCIAL";"49";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"----";"----";"----";"----";"14AT";"14AT";"14AT";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----"
"Import Errors";"COMMERCIAL";"50";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"14AT";"14AT";"----";"----";"14AT";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"----";"----";"14AS";"14AS";"14AS"
"Import Errors";"COMMERCIAL";"51";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"----";"14AT";"14AT";"14AT";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----"
"Import Errors";"COMMERCIAL";"52";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"14AT";"14AT";"----";"----";"----";"----";"14AT";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS"
"Import Errors";"COMMERCIAL";"53";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"14AT";"14AT";"----";"----";"14AT";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"----";"----";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"----";"----";"14AS";"14AS";"14AS"
"Import Errors";"COMMERCIAL";"54";"";"";"";"";"Unknown schedule: Begin March 01, 2022";"14AT";"14AT";"----";"----";"14AT";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS";"14AS";"14AS";"----";"----";"14AS";"14AS";"14AS";"14AS";"----";"----";"----";"14AS";"14AS";"14AS"
"Import Errors";"COMMERCIAL";"55";"1";"";"";"";"Unknown schedule: Begin March 01, 2022";"20AR";"20AR";"20AR";"20AR";"----";"----";"----";"20AR";"20AR";"20AR";"20AR";"----";"----";"----";"----";"20AR";"20AR";"20AR";"20AR";"20AR";"----";"----";"----";"----";"20AR";"20AR";"20AR";"20AR";"----";"----";"----";"20AR";"20AR";"----";"----";"----";"20AR";"20AR";"20AR";"----";"----";"----";"20AR";"20AR";"20AR";"20AR";"----";"----";"----";"20AR";"20AR";"20AR";"20AR";"----";"----";"----"
"Import Errors";"COMMERCIAL";"56";"1";"";"";"";"Unknown schedule: Begin March 01, 2022";"20AR";"20AR";"20AR";"20AR";"----";"----";"----";"20AR";"20AR";"20AR";"----";"----";"----";"20AR";"20AR";"20AR";"20AR";"----";"----";"----";"----";"----";"20AR";"20AR";"20AR";"20AR";"20AR";"----";"----";"----";"----";"20AR";"20AR";"20AR";"20AR";"20AR";"----";"----";"----";"----";"----";"20AR";"20AR";"20AR";"20AR";"20AR";"----";"----";"----";"20AR";"20AR";"20AR";"20AR";"----";"----";"----"
